data_completa_acidente;dispositivo_de_controle_de_tr�fego;condi��o_clim�tica;condi��o_de_ilumina��o;primeiro_tipo_de_acidente;tipo_de_pista_de_tr�fego;alinhamento;superf�cie_da_estrada;cond;defeito_da_estrada;tipo_de_acidente;relacionado_�_interse��o;dano;causa_contributiva_prim�ria;num_unidades;ferimento_mais_grave;ferimentos_total;de;ferimentos;ferimentos_fatais;ferimentos_incapacitantes;ferimentos_n�o_incapacitantes;ferimentos_relatados_n�o_evidentes;ferimentos_sem_indica��o;hora_do_acidente;dia_da_semana_do_acidente;m�s_do_acidente
09/15/2023 07:50:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;PEDESTRIAN;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;7;6;9;;;
09/15/2023 07:40:00 AM;TRAFFIC SIGNAL;CLEAR;DAWN;SIDESWIPE SAME DIRECTION;ONE-WAY;STRAIGHT AND LEVEL;DRY;UNKNOWN;NO INJURY / DRIVE AWAY;Y;OVER $1,500;DRIVING SKILLS/KNOWLEDGE/EXPERIENCE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;7;6;9;;;
09/19/2023 07:23:00 PM;PEDESTRIAN CROSSING SIGN;RAIN;DARKNESS, LIGHTED ROAD;PEDESTRIAN;ONE-WAY;STRAIGHT AND LEVEL;WET;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;19;3;9;;;
09/16/2023 03:00:00 PM;NO CONTROLS;RAIN;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;WET;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;REPORTED, NOT EVIDENT;1.0;0.0;0.0;0.0;1.0;1.0;15;7;9;;;
10/04/2023 09:10:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$500 OR LESS;FOLLOWING TOO CLOSELY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;9;4;10;;;
09/11/2023 06:30:00 PM;TRAFFIC SIGNAL;RAIN;DARKNESS, LIGHTED ROAD;REAR END;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;WET;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;18;2;9;;;
09/20/2023 05:05:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;ANGLE;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;17;4;9;;;
08/13/2023 02:28:00 AM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;DISREGARDING TRAFFIC SIGNALS;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;2;1;8;;;
08/14/2023 04:55:00 PM;NO CONTROLS;RAIN;DAYLIGHT;PEDALCYCLIST;T-INTERSECTION;STRAIGHT AND LEVEL;WET;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO REDUCE SPEED TO AVOID CRASH;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;16;2;8;;;
08/14/2023 09:04:00 PM;TRAFFIC SIGNAL;RAIN;DARKNESS;ANGLE;NOT DIVIDED;STRAIGHT AND LEVEL;WET;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;DISREGARDING TRAFFIC SIGNALS;3;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;21;2;8;;;
09/18/2023 08:09:00 AM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;REPORTED, NOT EVIDENT;1.0;0.0;0.0;0.0;1.0;6.0;8;2;9;;;
09/18/2023 09:00:00 AM;OTHER WARNING SIGN;CLEAR;DAYLIGHT;SIDESWIPE SAME DIRECTION;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;UNKNOWN;NO INJURY / DRIVE AWAY;N;OVER $1,500;IMPROPER LANE USAGE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;9;2;9;;;
09/21/2023 03:15:00 PM;NO CONTROLS;RAIN;DAYLIGHT;SIDESWIPE SAME DIRECTION;NOT DIVIDED;STRAIGHT AND LEVEL;WET;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;5.0;15;5;9;;;
08/30/2023 08:47:00 PM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;PEDESTRIAN;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;INCAPACITATING INJURY;1.0;0.0;1.0;0.0;0.0;6.0;20;4;8;;;
09/22/2023 10:46:00 PM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;INCAPACITATING INJURY;5.0;0.0;5.0;0.0;0.0;0.0;22;6;9;;;
08/16/2023 09:15:00 AM;NO CONTROLS;CLEAR;DAYLIGHT;TURNING;T-INTERSECTION;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;IMPROPER TURNING/NO SIGNAL;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;9;4;8;;;
08/31/2023 06:40:00 AM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;REPORTED, NOT EVIDENT;1.0;0.0;0.0;0.0;1.0;1.0;6;5;8;;;
08/31/2023 07:10:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;7;5;8;;;
08/31/2023 03:30:00 PM;NO CONTROLS;CLEAR;DAYLIGHT;TURNING;ALLEY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;IMPROPER LANE USAGE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;15;5;8;;;
10/07/2023 12:41:00 PM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;12;7;10;;;
09/23/2023 03:00:00 PM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;PEDALCYCLIST;FOUR WAY;STRAIGHT AND LEVEL;UNKNOWN;UNKNOWN;NO INJURY / DRIVE AWAY;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;15;7;9;;;
09/20/2018 09:15:00 AM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;TURNING;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;9;5;9;;;
10/08/2023 02:15:00 AM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;TURNING;FOUR WAY;STRAIGHT AND LEVEL;DRY;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;DISREGARDING TRAFFIC SIGNALS;2;NONINCAPACITATING INJURY;5.0;0.0;0.0;5.0;0.0;0.0;2;1;10;;;
09/25/2023 05:46:00 AM;STOP SIGN/FLASHER;CLEAR;DARKNESS, LIGHTED ROAD;ANGLE;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$500 OR LESS;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;5;2;9;;;
09/27/2023 05:48:00 AM;TRAFFIC SIGNAL;RAIN;DARKNESS, LIGHTED ROAD;PEDESTRIAN;UNKNOWN INTERSECTION TYPE;STRAIGHT AND LEVEL;WET;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;IMPROPER TURNING/NO SIGNAL;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;5;4;9;;;
10/11/2023 08:35:00 PM;TRAFFIC SIGNAL;RAIN;DARKNESS, LIGHTED ROAD;REAR END;NOT DIVIDED;STRAIGHT AND LEVEL;WET;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;WEATHER;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;20;4;10;;;
09/27/2023 09:50:00 AM;NO CONTROLS;CLEAR;DAYLIGHT;REAR END;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;9;4;9;;;
09/30/2023 09:23:00 AM;NO CONTROLS;CLEAR;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;UNKNOWN;UNKNOWN;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;9;7;9;;;
10/12/2023 08:07:00 PM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;SIDESWIPE SAME DIRECTION;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;20;5;10;;;
10/14/2023 05:15:00 PM;TRAFFIC SIGNAL;CLOUDY/OVERCAST;DUSK;TURNING;FOUR WAY;STRAIGHT AND LEVEL;WET;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;IMPROPER TURNING/NO SIGNAL;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;17;7;10;;;
10/14/2023 09:34:00 AM;TRAFFIC SIGNAL;RAIN;DAYLIGHT;REAR END;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;WET;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;FOLLOWING TOO CLOSELY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;9;7;10;;;
08/18/2019 07:27:00 PM;TRAFFIC SIGNAL;CLEAR;DUSK;REAR END;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO REDUCE SPEED TO AVOID CRASH;2;REPORTED, NOT EVIDENT;1.0;0.0;0.0;0.0;1.0;2.0;19;1;8;;;
10/31/2021 02:50:00 AM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;TURNING;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;3;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;5.0;2;1;10;;;
09/24/2022 10:35:00 PM;NO CONTROLS;RAIN;DARKNESS, LIGHTED ROAD;TURNING;NOT DIVIDED;STRAIGHT AND LEVEL;WET;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FOLLOWING TOO CLOSELY;3;NONINCAPACITATING INJURY;2.0;0.0;0.0;2.0;0.0;2.0;22;7;9;;;
04/11/2020 09:00:00 PM;TRAFFIC SIGNAL;RAIN;DARKNESS, LIGHTED ROAD;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;WET;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;DISREGARDING TRAFFIC SIGNALS;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;21;7;4;;;
06/11/2019 08:40:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;8;3;6;;;
11/08/2022 08:30:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NONINCAPACITATING INJURY;3.0;0.0;0.0;3.0;0.0;1.0;8;3;11;;;
12/06/2016 01:15:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;NOT APPLICABLE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;4.0;13;3;12;;;
03/02/2020 04:35:00 AM;STOP SIGN/FLASHER;CLEAR;DARKNESS, LIGHTED ROAD;TURNING;T-INTERSECTION;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;DISREGARDING STOP SIGN;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;2.0;4;2;3;;;
06/30/2023 09:30:00 AM;NO CONTROLS;CLEAR;DAYLIGHT;TURNING;T-INTERSECTION;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO REDUCE SPEED TO AVOID CRASH;3;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;3.0;9;6;6;;;
08/12/2020 01:15:00 PM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;DISREGARDING STOP SIGN;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;13;4;8;;;
01/23/2022 07:40:00 AM;TRAFFIC SIGNAL;SNOW;DAYLIGHT;SIDESWIPE SAME DIRECTION;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;ICE;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;WEATHER;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;7;1;1;;;
10/09/2018 04:00:00 AM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;ANGLE;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;NONINCAPACITATING INJURY;3.0;0.0;0.0;3.0;0.0;1.0;4;3;10;;;
08/08/2022 03:54:00 PM;STOP SIGN/FLASHER;RAIN;DAYLIGHT;ANGLE;NOT DIVIDED;STRAIGHT AND LEVEL;WET;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;15;2;8;;;
03/27/2021 09:15:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;ONE-WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;IMPROPER LANE USAGE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;9;7;3;;;
03/21/2019 10:50:00 PM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;TURNING;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;22;5;3;;;
01/26/2020 06:43:00 PM;TRAFFIC SIGNAL;CLEAR;DARKNESS;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;8.0;18;1;1;;;
01/21/2020 03:45:00 PM;UNKNOWN;CLEAR;DAWN;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;15;3;1;;;
08/30/2018 05:45:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;UNKNOWN;NO INJURY / DRIVE AWAY;Y;OVER $1,500;IMPROPER OVERTAKING/PASSING;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;17;5;8;;;
05/30/2022 12:49:00 AM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;REAR END;ONE-WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;N;OVER $1,500;EQUIPMENT - VEHICLE CONDITION;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;0;2;5;;;
04/10/2023 10:20:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;SIDESWIPE SAME DIRECTION;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;10;2;4;;;
01/03/2016 02:00:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;SIDESWIPE SAME DIRECTION;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;NOT APPLICABLE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;14;1;1;;;
10/12/2022 09:15:00 AM;STOP SIGN/FLASHER;RAIN;DAYLIGHT;ANGLE;NOT DIVIDED;STRAIGHT AND LEVEL;WET;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;DISREGARDING STOP SIGN;3;NONINCAPACITATING INJURY;3.0;0.0;0.0;2.0;1.0;1.0;9;4;10;;;
08/18/2019 04:14:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO REDUCE SPEED TO AVOID CRASH;2;NONINCAPACITATING INJURY;3.0;0.0;0.0;3.0;0.0;1.0;16;1;8;;;
09/08/2015 11:30:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;ONE-WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;11;3;9;;;
11/07/2022 10:05:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;FIVE POINT, OR MORE;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;DISREGARDING TRAFFIC SIGNALS;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;4.0;10;2;11;;;
06/30/2020 02:50:00 PM;NO CONTROLS;UNKNOWN;UNKNOWN;REAR END;NOT DIVIDED;STRAIGHT AND LEVEL;UNKNOWN;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;$501 - $1,500;FOLLOWING TOO CLOSELY;2;REPORTED, NOT EVIDENT;1.0;0.0;0.0;0.0;1.0;1.0;14;3;6;;;
04/20/2021 02:00:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;REPORTED, NOT EVIDENT;1.0;0.0;0.0;0.0;1.0;1.0;14;3;4;;;
10/21/2022 03:20:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;DIVIDED - W/MEDIAN (NOT RAISED);CURVE, LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;N;OVER $1,500;FOLLOWING TOO CLOSELY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;15;6;10;;;
06/30/2017 04:00:00 PM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;TURNING;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;16;6;6;;;
