data_completa_acidente;dispositivo_de_controle_de_tr�fego;condi��o_clim�tica;condi��o_de_ilumina��o;primeiro_tipo_de_acidente;tipo_de_pista_de_tr�fego;alinhamento;superf�cie_da_estrada;cond;defeito_da_estrada;tipo_de_acidente;relacionado_�_interse��o;dano;causa_contributiva_prim�ria;num_unidades;ferimento_mais_grave;ferimentos_total;de;ferimentos;ferimentos_fatais;ferimentos_incapacitantes;ferimentos_n�o_incapacitantes;ferimentos_relatados_n�o_evidentes;ferimentos_sem_indica��o;hora_do_acidente;dia_da_semana_do_acidente;m�s_do_acidente
09/29/2019 10:23:00 PM;NO CONTROLS;CLOUDY/OVERCAST;DARKNESS, LIGHTED ROAD;REAR TO FRONT;ONE-WAY;STRAIGHT AND LEVEL;WET;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;IMPROPER BACKING;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;22;1;9;;;
08/31/2019 10:06:00 PM;STOP SIGN/FLASHER;RAIN;DARKNESS, LIGHTED ROAD;PEDALCYCLIST;ONE-WAY;STRAIGHT AND LEVEL;WET;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;$500 OR LESS;FAILING TO REDUCE SPEED TO AVOID CRASH;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;22;7;8;;;
11/02/2018 03:25:00 PM;NO CONTROLS;CLEAR;DAYLIGHT;REAR END;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO REDUCE SPEED TO AVOID CRASH;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;15;6;11;;;
08/26/2019 05:15:00 PM;TRAFFIC SIGNAL;CLOUDY/OVERCAST;DAYLIGHT;ANGLE;NOT DIVIDED;STRAIGHT AND LEVEL;WET;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;$501 - $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;17;2;8;;;
06/05/2021 11:00:00 PM;TRAFFIC SIGNAL;CLEAR;DARKNESS;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;23;7;6;;;
07/14/2021 04:20:00 AM;NO CONTROLS;CLEAR;DAWN;OTHER NONCOLLISION;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;$501 - $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;4;4;7;;;
10/03/2020 11:18:00 PM;TRAFFIC SIGNAL;RAIN;DARKNESS, LIGHTED ROAD;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;WET;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;23;7;10;;;
05/31/2023 12:22:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;12;4;5;;;
09/22/2019 11:30:00 PM;UNKNOWN;UNKNOWN;DAWN;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;WET;UNKNOWN;NO INJURY / DRIVE AWAY;N;OVER $1,500;IMPROPER TURNING/NO SIGNAL;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;23;1;9;;;
06/30/2016 10:38:00 AM;UNKNOWN;CLEAR;DAYLIGHT;PEDESTRIAN;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO REDUCE SPEED TO AVOID CRASH;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;10;5;6;;;
08/09/2019 09:00:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;9;6;8;;;
11/24/2019 08:40:00 AM;NO CONTROLS;CLEAR;DAYLIGHT;TURNING;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;8;1;11;;;
01/01/2022 05:00:00 PM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;REAR END;T-INTERSECTION;STRAIGHT AND LEVEL;UNKNOWN;UNKNOWN;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;17;7;1;;;
07/31/2021 04:49:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;FOLLOWING TOO CLOSELY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;5.0;16;7;7;;;
12/24/2022 11:18:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;ANGLE;NOT DIVIDED;STRAIGHT AND LEVEL;WET;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;11;7;12;;;
02/11/2022 06:50:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;SIDESWIPE SAME DIRECTION;NOT DIVIDED;STRAIGHT AND LEVEL;WET;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;IMPROPER OVERTAKING/PASSING;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;6;6;2;;;
03/01/2019 10:00:00 PM;UNKNOWN;UNKNOWN;UNKNOWN;REAR END;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;UNKNOWN;UNKNOWN;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;22;6;3;;;
06/18/2023 03:00:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;NOT DIVIDED;STRAIGHT AND LEVEL;UNKNOWN;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;REPORTED, NOT EVIDENT;2.0;0.0;0.0;0.0;2.0;1.0;15;1;6;;;
05/12/2022 11:30:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;PEDESTRIAN;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;$500 OR LESS;UNABLE TO DETERMINE;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;11;5;5;;;
05/26/2022 11:45:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;ONE-WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;FOLLOWING TOO CLOSELY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;11;5;5;;;
10/10/2019 06:00:00 PM;TRAFFIC SIGNAL;CLEAR;DUSK;TURNING;NOT DIVIDED;STRAIGHT AND LEVEL;UNKNOWN;UNKNOWN;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;IMPROPER TURNING/NO SIGNAL;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;18;5;10;;;
07/19/2018 08:54:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO REDUCE SPEED TO AVOID CRASH;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;8;5;7;;;
06/13/2018 12:25:00 AM;YIELD;CLEAR;DARKNESS, LIGHTED ROAD;ANGLE;ONE-WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;DISREGARDING TRAFFIC SIGNALS;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;8.0;0;4;6;;;
08/23/2018 01:30:00 PM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;ANGLE;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NONINCAPACITATING INJURY;2.0;0.0;0.0;2.0;0.0;1.0;13;5;8;;;
06/13/2023 02:13:00 PM;TRAFFIC SIGNAL;RAIN;UNKNOWN;PEDALCYCLIST;UNKNOWN INTERSECTION TYPE;STRAIGHT AND LEVEL;UNKNOWN;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;14;3;6;;;
04/02/2021 12:30:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;TRAFFIC ROUTE;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;5.0;12;6;4;;;
07/06/2021 10:35:00 PM;NO CONTROLS;CLEAR;DARKNESS;ANGLE;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;22;3;7;;;
05/30/2017 04:00:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;FOLLOWING TOO CLOSELY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;4.0;16;3;5;;;
06/26/2023 03:20:00 PM;NO CONTROLS;CLEAR;DAYLIGHT;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;15;2;6;;;
04/12/2019 10:04:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;10;6;4;;;
05/08/2022 10:50:00 PM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;TURNING;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;N;$501 - $1,500;IMPROPER LANE USAGE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;22;1;5;;;
06/08/2019 02:30:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;NOT DIVIDED;STRAIGHT AND LEVEL;UNKNOWN;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;3;NONINCAPACITATING INJURY;2.0;0.0;0.0;2.0;0.0;2.0;14;7;6;;;
10/21/2015 02:09:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;FOLLOWING TOO CLOSELY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;14;4;10;;;
09/20/2018 05:00:00 PM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;TURNING;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;17;5;9;;;
07/07/2019 06:22:00 PM;NO CONTROLS;CLEAR;DAYLIGHT;TURNING;CENTER TURN LANE;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;REPORTED, NOT EVIDENT;2.0;0.0;0.0;0.0;2.0;0.0;18;1;7;;;
06/10/2019 01:15:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;UNABLE TO DETERMINE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;13;2;6;;;
07/26/2018 01:00:00 PM;NO CONTROLS;CLEAR;DAYLIGHT;SIDESWIPE SAME DIRECTION;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;UNKNOWN;NO INJURY / DRIVE AWAY;N;OVER $1,500;IMPROPER LANE USAGE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;13;5;7;;;
03/19/2023 09:44:00 PM;NO CONTROLS;CLEAR;DARKNESS, LIGHTED ROAD;FIXED OBJECT;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;1;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;1.0;21;1;3;;;
04/11/2018 11:35:00 AM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;11;4;4;;;
03/29/2021 02:26:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;ANGLE;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;REPORTED, NOT EVIDENT;2.0;0.0;0.0;0.0;2.0;2.0;14;2;3;;;
06/22/2018 05:02:00 PM;NO CONTROLS;CLEAR;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.);2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;17;6;6;;;
02/03/2019 07:50:00 AM;TRAFFIC SIGNAL;CLOUDY/OVERCAST;DAYLIGHT;ANGLE;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;DISREGARDING TRAFFIC SIGNALS;2;NONINCAPACITATING INJURY;2.0;0.0;0.0;2.0;0.0;0.0;7;1;2;;;
12/28/2020 04:00:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;DISREGARDING TRAFFIC SIGNALS;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;16;2;12;;;
01/21/2020 06:20:00 PM;STOP SIGN/FLASHER;CLEAR;DARKNESS, LIGHTED ROAD;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;NOT APPLICABLE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;5.0;18;3;1;;;
06/28/2018 02:00:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;ANGLE;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;NOT APPLICABLE;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;14;5;6;;;
01/09/2019 07:20:00 AM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN BARRIER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;IMPROPER TURNING/NO SIGNAL;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;7;4;1;;;
11/13/2022 11:45:00 PM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;23;1;11;;;
11/21/2019 07:40:00 AM;TRAFFIC SIGNAL;RAIN;DAYLIGHT;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;WET;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;DISREGARDING TRAFFIC SIGNALS;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;7;5;11;;;
07/09/2022 11:37:00 PM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;PEDESTRIAN;L-INTERSECTION;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;$500 OR LESS;FAILING TO YIELD RIGHT-OF-WAY;2;NONINCAPACITATING INJURY;1.0;0.0;0.0;1.0;0.0;1.0;23;7;7;;;
07/13/2020 01:15:00 PM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;ANGLE;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;REPORTED, NOT EVIDENT;2.0;0.0;0.0;0.0;2.0;2.0;13;2;7;;;
11/11/2018 02:40:00 AM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;ANGLE;OTHER;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;DISREGARDING TRAFFIC SIGNALS;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;2;1;11;;;
10/20/2022 07:31:00 PM;TRAFFIC SIGNAL;CLEAR;DARKNESS, LIGHTED ROAD;TURNING;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;3;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;19;5;10;;;
03/26/2016 02:45:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;NOT DIVIDED;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;IMPROPER LANE USAGE;3;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;14;7;3;;;
07/10/2019 10:49:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;SIDESWIPE SAME DIRECTION;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;10;4;7;;;
05/14/2018 11:24:00 AM;TRAFFIC SIGNAL;CLOUDY/OVERCAST;DAYLIGHT;ANGLE;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;WET;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;3.0;11;2;5;;;
07/27/2022 04:58:00 PM;STOP SIGN/FLASHER;CLEAR;DAYLIGHT;ANGLE;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO YIELD RIGHT-OF-WAY;2;NONINCAPACITATING INJURY;4.0;0.0;0.0;4.0;0.0;1.0;16;4;7;;;
01/26/2022 07:55:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;REAR END;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;FOLLOWING TOO CLOSELY;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;7;4;1;;;
08/07/2018 07:30:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$501 - $1,500;IMPROPER TURNING/NO SIGNAL;2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;7;3;8;;;
05/15/2018 07:53:00 AM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;DIVIDED - W/MEDIAN (NOT RAISED);STRAIGHT AND LEVEL;DRY;NO DEFECTS;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;FAILING TO REDUCE SPEED TO AVOID CRASH;2;REPORTED, NOT EVIDENT;5.0;0.0;0.0;0.0;5.0;0.0;7;3;5;;;
03/31/2023 04:29:00 PM;STOP SIGN/FLASHER;CLOUDY/OVERCAST;DAYLIGHT;TURNING;FOUR WAY;STRAIGHT AND LEVEL;DRY;NO DEFECTS;NO INJURY / DRIVE AWAY;Y;$500 OR LESS;VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.);2;NO INDICATION OF INJURY;0.0;0.0;0.0;0.0;0.0;2.0;16;6;3;;;
01/24/2021 04:02:00 PM;TRAFFIC SIGNAL;CLEAR;DAYLIGHT;TURNING;FIVE POINT, OR MORE;STRAIGHT AND LEVEL;DRY;UNKNOWN;INJURY AND / OR TOW DUE TO CRASH;Y;OVER $1,500;UNABLE TO DETERMINE;2;NONINCAPACITATING INJURY;2.0;0.0;0.0;1.0;1.0;2.0;16;1;1;;;
